CustServCalls,RoamMins,Recommendations,DataUsage,MonthlyCharge,Churn_Probability,Churn_Signals,AccountWeeks,DayCalls
1,11.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.16,97.6,0.0315848363041327,high_cost: High charges in MonthlyCharge,118,119
1,7.6,No action needed,0.0,57.0,0.0160165307064229,None detected,89,128
3,13.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,57.0,0.1057573758484406,low_tenure: New or short-tenure customer,93,120
2,9.7,No action needed,0.0,33.0,0.0409469001041635,None detected,85,97
0,10.9,No action needed,0.0,31.0,0.0256557759508308,None detected,160,116
3,10.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,43.0,0.0124449246352031,low_tenure: New or short-tenure customer,28,87
1,10.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,64.0,0.9086246392496392,high_churn_probability: Model predicts high likelihood of churn,73,109
3,12.9,No action needed,0.0,46.0,0.0167613996827154,None detected,156,95
1,13.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,47.0,0.2638282328317216,low_tenure: New or short-tenure customer,33,100
4,17.8,No action needed,0.21,50.1,0.098330150769068,None detected,77,86
1,11.1,No action needed,0.0,41.0,0.0205993956707841,None detected,119,102
3,6.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,1.78,64.8,0.0426661253665409,low_tenure: New or short-tenure customer,91,96
3,6.2,No action needed,0.0,61.0,0.1677825278886689,None detected,102,88
3,11.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.21,93.1,0.0109185475387062,high_cost: High charges in MonthlyCharge,86,112
0,8.3,No action needed,0.0,38.0,0.0392681470084297,None detected,82,110
0,12.7,No action needed,0.0,35.0,0.0485583648777047,None detected,89,151
3,9.3,No action needed,0.0,50.0,0.0123151929363574,None detected,86,98
1,6.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,42.0,0.0083763674947435,low_tenure: New or short-tenure customer,134,111
2,10.8,No action needed,0.25,52.5,0.0168118978411713,None detected,92,82
3,13.7,No action needed,0.0,46.0,0.0190240675754227,None detected,87,81
0,13.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,58.0,0.0364579529683675,low_tenure: New or short-tenure customer,64,113
3,9.2,No action needed,0.23,59.3,0.0311733338847594,None detected,80,118
3,9.5,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.57,69.7,0.012892021772258,high_cost: High charges in MonthlyCharge,165,113
1,7.5,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.03,70.3,0.0295567022490652,high_cost: High charges in MonthlyCharge,153,104
1,11.1,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.0,79.0,0.0100137945336431,high_cost: High charges in MonthlyCharge,41,109
2,5.2,No action needed,0.0,61.0,0.1560705106853765,None detected,108,78
1,11.1,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.0,78.0,0.0116976188065386,high_cost: High charges in MonthlyCharge,104,112
1,10.6,No action needed,0.0,38.0,0.0188961228400191,None detected,115,67
1,13.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,44.0,0.0097393193193713,low_tenure: New or short-tenure customer,87,106
2,12.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.4,79.0,0.0167365231019229,high_cost: High charges in MonthlyCharge,159,93
2,13.4,No action needed,0.23,45.3,0.0582597440879594,None detected,119,129
1,14.1,No action needed,0.0,43.0,0.0183755196547442,None detected,69,109
1,10.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.92,74.2,0.0614119806863983,high_cost: High charges in MonthlyCharge,87,138
1,8.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.29,71.9,0.9488639971139968,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,93,106
0,14.4,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.36,46.6,0.8619382162398439,high_churn_probability: Model predicts high likelihood of churn,154,69
1,11.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.19,90.9,0.01388062609973,high_cost: High charges in MonthlyCharge,57,76
5,11.4,No action needed,0.0,45.0,0.4796427398889939,None detected,130,72
2,13.2,No action needed,0.0,44.0,0.036375109767747,None detected,151,128
2,10.4,No action needed,0.33,64.3,0.4214160364838839,None detected,162,87
1,14.6,No action needed,0.0,43.0,0.0682631145969283,None detected,60,133
3,8.7,No action needed,0.0,60.0,0.0316631873627774,None detected,81,89
3,8.0,No action needed,0.0,57.0,0.0174860440768024,None detected,132,115
1,6.7,No action needed,0.0,35.0,0.0264773697265541,None detected,86,121
1,10.1,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.45,70.5,0.8107831778258621,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,136,106
1,10.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.86,68.6,0.0195138871935251,high_cost: High charges in MonthlyCharge,121,84
2,9.7,No action needed,2.62,56.2,0.0412424297098517,None detected,105,125
2,9.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.67,80.7,0.0323478032965962,high_cost: High charges in MonthlyCharge,105,61
1,11.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.02,93.2,0.0326692742916147,high_cost: High charges in MonthlyCharge,51,61
3,6.4,No action needed,0.26,40.6,0.0150424303005868,None detected,64,117
0,10.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.7,73.0,0.0795064415207908,high_cost: High charges in MonthlyCharge,80,132
4,13.6,No action needed,0.0,62.0,0.3236596535397165,None detected,56,133
1,11.1,No action needed,0.0,42.0,0.0160629744680974,None detected,120,98
3,12.2,No action needed,0.0,51.0,0.0217123812171279,None detected,103,125
3,9.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.59,67.9,0.015956263116868,high_cost: High charges in MonthlyCharge,164,102
2,7.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.89,71.9,0.0119671963333408,high_cost: High charges in MonthlyCharge,116,118
1,7.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.32,50.2,0.0374578664791383,low_tenure: New or short-tenure customer,121,79
1,8.2,No action needed,0.0,61.0,0.167348592548274,None detected,55,121
2,9.7,No action needed,0.0,39.0,0.0258379793915218,None detected,183,92
0,13.0,No action needed,0.0,65.0,0.4080955119304943,None detected,104,101
1,7.1,No action needed,0.0,43.0,0.0133606914426599,None detected,90,97
1,13.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,45.0,0.0095486484814756,low_tenure: New or short-tenure customer,82,101
3,13.3,No action needed,0.31,45.1,0.0199624507329211,None detected,101,92
2,11.5,No action needed,3.11,62.1,0.0539902999425462,None detected,9,87
0,12.1,No action needed,0.0,58.0,0.0739893402161611,None detected,97,58
3,8.9,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.28,65.8,0.9110760187728936,high_churn_probability: Model predicts high likelihood of churn,94,104
0,7.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.97,77.7,0.008007733559945,high_cost: High charges in MonthlyCharge,127,118
0,10.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.78,92.8,0.0082834894196675,high_cost: High charges in MonthlyCharge,125,112
1,10.3,No action needed,0.0,50.0,0.0229133427643096,None detected,140,104
2,10.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.28,33.8,0.0296703596345609,low_tenure: New or short-tenure customer,90,122
2,9.2,No action needed,0.0,42.0,0.025355674407669,None detected,67,65
1,12.2,No action needed,0.0,52.0,0.0451164965446553,None detected,113,55
0,15.1,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,4.08,91.8,0.0740720307374267,high_cost: High charges in MonthlyCharge,121,91
4,9.9,No action needed,0.0,48.0,0.1555690421368092,None detected,93,95
1,12.3,No action needed,0.0,43.0,0.0205810574924333,None detected,121,121
0,9.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,0.31,69.1,0.6262194456896566,high_cost: High charges in MonthlyCharge,53,119
1,13.1,No action needed,0.0,48.0,0.0112233134946581,None detected,75,91
2,4.2,No action needed,0.0,58.0,0.031579796607944,None detected,132,121
3,6.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,40.0,0.0091041550626446,low_tenure: New or short-tenure customer,162,131
1,11.3,No action needed,0.0,48.0,0.0190298200413127,None detected,140,114
2,6.6,No action needed,0.0,48.0,0.0110296115193674,None detected,91,116
2,8.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.38,69.8,0.0364742311548747,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,73,107
4,10.1,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach,0.0,61.0,0.7146683947772656,high_churn_probability: Model predicts high likelihood of churn,95,134
0,13.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,53.0,0.0359515436166328,low_tenure: New or short-tenure customer,145,137
1,4.3,No action needed,0.0,38.0,0.0226361361737674,None detected,100,108
2,13.1,No action needed,0.0,57.0,0.0409465951491086,None detected,122,101
0,11.9,No action needed,0.0,60.0,0.0361177614658667,None detected,109,72
1,10.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,35.0,0.0119332288059203,low_tenure: New or short-tenure customer,82,107
0,9.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.65,81.5,0.0304280092667578,high_cost: High charges in MonthlyCharge,65,106
3,8.3,No action needed,0.0,41.0,0.0158055318676462,None detected,52,83
2,8.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.38,68.8,0.0181222911897521,high_cost: High charges in MonthlyCharge,136,76
1,11.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,37.0,0.0126777919876604,low_tenure: New or short-tenure customer,75,110
1,12.6,No action needed,0.0,42.0,0.0295132417009983,None detected,146,69
4,11.1,No action needed,0.0,46.0,0.2968433900512383,None detected,105,99
2,16.4,No action needed,0.0,52.0,0.0203691006342436,None detected,48,84
1,11.1,No action needed,0.0,52.0,0.0267663928168651,None detected,45,107
2,10.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.86,86.6,0.0376124386082047,high_cost: High charges in MonthlyCharge,106,104
2,7.5,No action needed,0.0,51.0,0.016656467784477,None detected,33,65
2,10.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,50.0,0.0102279783181628,low_tenure: New or short-tenure customer,68,97
0,12.9,No action needed,0.0,54.0,0.0152206709808162,None detected,106,66
0,11.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,47.0,0.008951820267024,low_tenure: New or short-tenure customer,141,111
0,13.3,No action needed,0.33,60.3,0.0716528634296918,None detected,98,122
0,16.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,4.35,93.5,0.0218381084373466,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,94,88
2,9.8,No action needed,0.0,44.0,0.0127709877226406,None detected,65,53
1,9.8,No action needed,0.0,45.0,0.0188237468113586,None detected,85,112
3,10.1,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,71.0,0.9782777777777776,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,71,108
0,13.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,3.59,60.9,0.0326311391407261,low_tenure: New or short-tenure customer,112,113
0,6.9,No action needed,0.0,42.0,0.0139171479299462,None detected,110,95
2,12.7,No action needed,0.0,61.0,0.1670632949416617,None detected,111,108
2,9.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.32,71.2,0.9631547619047618,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,74,112
2,10.9,No action needed,0.0,37.0,0.027364832613077,None detected,105,82
0,9.6,No action needed,0.28,64.8,0.3124527759319079,None detected,40,82
0,13.6,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,3.67,88.7,0.9213703703703704,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,128,89
2,10.1,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,64.0,0.9001584058127304,high_churn_probability: Model predicts high likelihood of churn,123,135
0,9.5,No action needed,0.0,43.0,0.0195880548255522,None detected,122,87
3,12.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.4,81.0,0.0230560356273508,high_cost: High charges in MonthlyCharge,114,100
2,10.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.75,66.5,0.017138639110905,high_cost: High charges in MonthlyCharge,102,100
0,14.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,29.0,0.0283612820531637,low_tenure: New or short-tenure customer,126,93
4,12.2,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,42.0,0.9631698453644576,high_churn_probability: Model predicts high likelihood of churn,150,112
2,11.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,71.0,0.9988333333333332,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,60,101
3,13.3,No action needed,0.0,59.0,0.0377506497208247,None detected,123,85
0,15.2,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,49.0,0.9179161737075848,high_churn_probability: Model predicts high likelihood of churn,138,129
1,14.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,44.0,0.0109825603808727,low_tenure: New or short-tenure customer,29,71
4,11.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,52.0,0.0100879490387299,low_tenure: New or short-tenure customer,111,96
0,9.8,No action needed,0.0,45.0,0.4278353118014423,None detected,37,119
0,11.6,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach,0.0,64.0,0.752035481400203,high_churn_probability: Model predicts high likelihood of churn,111,109
1,13.7,No action needed,0.0,45.0,0.0354262472638521,None detected,81,84
1,12.7,No action needed,0.0,39.0,0.0273281013007296,None detected,46,108
0,16.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,4.43,111.3,0.0829818194920781,high_cost: High charges in MonthlyCharge,69,78
1,8.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,32.0,0.0178269917754085,low_tenure: New or short-tenure customer,125,95
3,10.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.38,22.8,0.0211093412350614,low_tenure: New or short-tenure customer,43,117
1,3.8,No action needed,1.03,53.3,0.0080356982396445,None detected,127,59
1,9.7,No action needed,0.0,57.0,0.0190865968150566,None detected,94,112
3,11.2,No action needed,0.0,51.0,0.0129256767485045,None detected,46,85
2,10.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,2.75,59.5,0.027559584379195,low_tenure: New or short-tenure customer,73,98
2,7.4,No action needed,2.0,66.0,0.0096266178783149,None detected,146,96
1,10.9,No action needed,0.24,65.4,0.5656768068899193,None detected,93,70
1,11.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.97,70.7,0.01194110501327,high_cost: High charges in MonthlyCharge,52,77
3,6.0,No action needed,0.0,35.0,0.0238852048075373,None detected,202,137
2,10.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.78,79.8,0.0141012885469133,high_cost: High charges in MonthlyCharge,129,99
1,13.0,No action needed,0.0,55.0,0.0437885946239177,None detected,94,49
0,11.2,No action needed,0.21,49.1,0.0212782340739089,None detected,100,138
1,11.3,No action needed,0.0,59.0,0.0214142851039663,None detected,43,108
0,8.9,No action needed,0.28,56.8,0.036646054281497,None detected,130,105
3,10.9,No action needed,0.0,51.0,0.0176657769278544,None detected,124,102
3,12.0,No action needed,0.0,61.0,0.6260885642186615,None detected,92,120
4,13.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,46.0,0.2595648656058387,low_tenure: New or short-tenure customer,48,64
2,6.6,No action needed,1.78,55.8,0.0208254766076991,None detected,98,105
1,12.5,No action needed,0.0,35.0,0.1196622440908091,None detected,100,86
3,11.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.31,41.1,0.0096257100381871,low_tenure: New or short-tenure customer,79,109
1,12.7,No action needed,0.0,36.0,0.0357777753923503,None detected,164,78
1,10.8,No action needed,0.33,52.3,0.0108154264383147,None detected,105,108
0,10.9,No action needed,0.0,50.0,0.1842140752904689,None detected,89,134
3,12.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,65.0,0.8623578756060617,high_churn_probability: Model predicts high likelihood of churn,126,96
1,10.0,No action needed,0.3,47.0,0.0137600829041032,None detected,96,102
0,11.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,3.13,96.3,0.0270871372588736,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,120,83
2,12.6,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.23,67.3,0.8178377572912199,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,212,127
2,9.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,36.0,0.0110584303486951,low_tenure: New or short-tenure customer,72,106
1,11.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,3.0,78.0,0.0408510944893634,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,155,121
2,9.5,No action needed,0.38,34.8,0.0199291578165888,None detected,89,80
2,12.5,No action needed,0.0,55.0,0.1827265579032449,None detected,126,126
2,12.0,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,68.0,0.9860680477221706,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,172,102
3,11.3,No action needed,0.0,55.0,0.0526285619766552,None detected,75,116
2,10.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,44.0,0.0111675394400178,low_tenure: New or short-tenure customer,143,99
0,13.2,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach,0.0,31.0,0.8069031720983866,high_churn_probability: Model predicts high likelihood of churn,166,89
1,13.0,No action needed,0.0,48.0,0.0180945709916114,None detected,132,105
1,7.9,No action needed,0.0,45.0,0.5471795173399435,None detected,94,94
0,12.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,45.0,0.023569137490065,low_tenure: New or short-tenure customer,99,83
1,6.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.86,79.6,0.0064862654756116,high_cost: High charges in MonthlyCharge,136,86
1,7.4,No action needed,0.0,63.0,0.3759196738749072,None detected,119,82
3,9.9,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach,0.0,65.0,0.7096688014076897,high_churn_probability: Model predicts high likelihood of churn,115,69
2,13.0,No action needed,0.0,50.0,0.0195826980007706,None detected,160,103
2,11.2,No action needed,0.26,57.6,0.0111904643827643,None detected,166,89
1,6.7,No action needed,0.0,41.0,0.0132183620377792,None detected,120,94
1,10.3,No action needed,0.0,47.0,0.010892200829125,None detected,173,114
0,10.6,No action needed,0.0,47.0,0.0197014121043004,None detected,156,65
0,10.9,No action needed,0.31,53.1,0.0221824115444133,None detected,70,125
1,6.8,No action needed,0.31,52.1,0.0131066595824317,None detected,41,89
0,11.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,52.0,0.0579254237440074,low_tenure: New or short-tenure customer,132,85
0,13.3,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,24.0,0.8684064743333297,high_churn_probability: Model predicts high likelihood of churn,47,120
1,10.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.28,31.8,0.0309419007181585,low_tenure: New or short-tenure customer,160,97
3,8.8,No action needed,0.0,41.0,0.0206212200464549,None detected,180,121
2,7.8,No action needed,0.0,46.0,0.0131871660332805,None detected,93,68
2,13.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.36,49.6,0.0159841853632252,low_tenure: New or short-tenure customer,109,58
0,7.3,No action needed,0.0,40.0,0.0156513876716038,None detected,80,121
2,11.6,No action needed,3.13,64.3,0.0192569464871089,None detected,54,88
2,2.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,40.0,0.0113453908375636,low_tenure: New or short-tenure customer,121,128
1,15.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,4.05,95.5,0.0118401495167173,high_cost: High charges in MonthlyCharge,157,102
0,13.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.51,86.1,0.0640863030193474,high_cost: High charges in MonthlyCharge,170,130
3,14.0,No action needed,0.0,50.0,0.0197819206482146,None detected,138,101
1,11.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.19,83.9,0.031871042813343,high_cost: High charges in MonthlyCharge,92,116
1,13.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,46.0,0.0182693261186747,low_tenure: New or short-tenure customer,126,143
3,10.9,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,68.0,0.7643752910154545,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,41,74
4,12.4,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,44.0,0.8511313186654431,high_churn_probability: Model predicts high likelihood of churn,167,124
2,7.3,No action needed,0.0,49.0,0.0136076398565463,None detected,91,107
3,9.7,No action needed,0.26,34.6,0.0181311571292731,None detected,127,117
1,10.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.94,67.4,0.0265417170064294,high_cost: High charges in MonthlyCharge,88,106
1,5.4,No action needed,0.0,30.0,0.0558824193612912,None detected,113,130
2,5.3,No action needed,0.0,48.0,0.0129410267295181,None detected,78,81
2,9.4,No action needed,0.26,64.6,0.200535656363634,None detected,123,92
2,9.0,No action needed,2.43,59.3,0.1351369892249664,None detected,136,98
1,6.1,No action needed,1.65,59.5,0.0300021999790671,None detected,68,72
0,11.5,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.11,87.1,0.0205391747367624,high_cost: High charges in MonthlyCharge,132,54
2,3.1,No action needed,0.0,56.0,0.0114411077809921,None detected,133,67
0,3.3,No action needed,0.0,60.0,0.0902502427836711,None detected,127,105
2,8.5,No action needed,0.0,56.0,0.0212417482101628,None detected,110,105
1,8.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,41.0,0.012701429689368,low_tenure: New or short-tenure customer,121,142
2,14.0,No action needed,0.0,31.0,0.0257199523619817,None detected,116,128
1,10.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.81,79.1,0.1150537106824459,high_cost: High charges in MonthlyCharge,112,72
4,11.0,No action needed,0.0,50.0,0.6324102998927082,None detected,97,103
2,6.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.26,40.6,0.0083889835532736,low_tenure: New or short-tenure customer,43,99
3,11.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,38.0,0.0095033365866594,low_tenure: New or short-tenure customer,110,106
1,10.6,No action needed,0.0,51.0,0.0191526992145225,None detected,67,120
0,9.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.23,39.3,0.0286331980685437,low_tenure: New or short-tenure customer,166,95
1,9.6,No action needed,0.0,47.0,0.0238851002691822,None detected,129,122
3,6.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,42.0,0.1068309788304375,low_tenure: New or short-tenure customer,103,78
0,11.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,64.0,0.9413717532467532,high_churn_probability: Model predicts high likelihood of churn,71,110
4,11.1,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.0,86.0,0.025556757202506,high_cost: High charges in MonthlyCharge,112,121
1,4.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.3,69.0,0.1171533858281323,high_cost: High charges in MonthlyCharge,8,67
0,12.4,No action needed,0.2,65.0,0.6544957225623541,None detected,98,121
1,13.0,No action needed,0.0,55.0,0.0165288505634434,None detected,90,111
0,11.5,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,67.0,0.9417321428571428,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,13,133
2,11.8,No action needed,0.0,57.0,0.0193542929323496,None detected,58,107
2,11.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.08,78.8,0.0389334482852253,high_cost: High charges in MonthlyCharge,137,42
