Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn_Probability,Churn_Prediction,Risk_Level,Churn_Signals,Recommendations
0,107,1,1,3.24,1,248.6,91,85.4,5.97,12.0,0.010255558400819842,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,67,1,0,0.0,2,152.5,131,48.0,12.62,4.9,0.01857562741131324,0,low,None detected,No action needed
0,99,1,0,0.28,1,145.6,102,47.8,11.55,11.4,0.018504094739831133,0,low,None detected,No action needed
0,46,1,0,0.0,1,164.2,116,45.0,9.81,8.1,0.023093665262219974,0,low,None detected,No action needed
0,55,0,0,0.0,1,221.0,115,52.0,8.27,9.7,0.13680517394602748,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,39,1,0,0.0,1,295.4,126,70.0,11.61,11.5,0.9858333333333333,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,92,1,0,0.0,2,139.8,98,39.0,8.75,9.4,0.012640098277331823,0,low,None detected,No action needed
1,56,1,0,0.16,4,162.3,99,42.6,7.46,14.8,0.9305992466575319,1,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
1,76,1,0,0.0,0,272.7,97,67.0,11.82,7.7,0.9821666666666665,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,132,0,1,3.48,2,200.3,75,88.8,11.33,12.9,0.3130066313127774,0,medium,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,140,1,1,3.0,1,157.1,77,72.0,8.62,11.1,0.02197998967089441,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,51,0,1,3.32,2,135.8,60,74.2,10.03,12.3,0.20587112086629997,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,27,1,0,0.16,1,236.7,110,61.6,11.6,12.7,0.1309778908469481,0,low,None detected,No action needed
0,224,1,0,0.21,3,111.4,133,36.1,8.75,5.5,0.025997034596029048,0,low,None detected,No action needed
1,105,0,1,3.97,0,156.1,89,75.7,5.36,14.7,0.9375,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
0,117,1,0,0.0,2,191.1,93,57.0,14.14,12.0,0.01649204779047109,0,low,None detected,No action needed
1,91,1,0,0.0,1,153.0,123,38.0,7.06,10.3,0.03534716404704629,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,135,1,0,0.0,4,218.8,123,58.0,12.14,10.3,0.04673731312390721,0,low,None detected,No action needed
0,146,1,0,0.0,3,205.4,101,47.0,6.75,10.3,0.012885886511165479,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,147,0,0,0.0,0,225.2,111,54.0,9.25,9.9,0.45796380577593465,0,medium,None detected,No action needed
1,68,1,0,0.0,2,249.9,127,65.0,12.73,8.9,0.8263011451235331,1,critical,high_churn_probability: Model predicts high likelihood of churn,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach
0,68,1,0,0.41,3,131.6,89,39.1,6.85,10.2,0.01930320747677891,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,86,1,1,2.73,0,197.9,99,75.3,8.28,10.1,0.016021066430928408,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,131,1,0,0.0,1,166.5,129,47.0,10.51,9.9,0.033840135371332354,0,low,None detected,No action needed
0,86,1,1,3.48,1,225.4,79,89.8,9.36,12.9,0.05996649605848421,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,159,1,0,0.0,2,275.8,103,63.0,9.48,7.4,0.9025159489633172,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,134,1,1,2.92,1,142.9,105,61.2,4.43,10.8,0.03151482485198647,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,113,1,0,0.0,1,207.2,113,57.0,12.8,9.9,0.01739686297975114,0,low,None detected,No action needed
0,132,1,0,0.0,1,206.2,100,53.0,10.56,10.2,0.021425400595865285,0,low,None detected,No action needed
0,85,1,0,0.0,1,210.3,66,53.0,9.79,11.2,0.014924363201859456,0,low,None detected,No action needed
1,93,0,1,3.78,1,225.7,117,86.8,5.98,14.0,0.9321666666666667,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
1,174,1,1,3.92,4,167.8,91,85.2,10.27,14.5,0.20831436946710297,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,61,1,0,0.0,2,197.7,118,47.0,7.61,7.0,0.0067483158758129425,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,91,1,1,2.94,1,169.8,105,64.4,3.26,10.9,0.014784102085822535,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,88,1,1,2.65,2,190.6,104,79.5,11.87,9.8,0.011670811451439625,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,88,1,1,3.46,2,80.3,140,61.6,7.67,12.8,0.061693920584221525,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,195,1,1,3.27,0,231.7,110,91.7,11.26,12.1,0.018788992453615577,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,182,1,0,0.0,0,69.1,114,32.0,11.52,6.5,0.029585282144677705,0,low,None detected,No action needed
0,118,1,0,0.0,4,188.8,60,51.0,10.87,8.2,0.06993402542507067,0,low,None detected,No action needed
1,103,1,0,0.0,8,150.6,125,40.0,8.46,10.4,0.9172595382802377,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,65,1,0,0.28,2,192.0,89,47.8,6.98,5.5,0.005252683955908122,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,61,1,1,2.67,3,163.7,78,64.7,5.66,9.9,0.032227470247905725,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,172,1,0,0.0,1,211.7,100,53.0,9.94,6.5,0.017941587809731263,0,low,None detected,No action needed
0,72,1,0,0.0,1,175.5,103,42.0,6.62,11.8,0.010824277466359089,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,113,1,0,0.0,2,150.1,120,43.0,10.01,11.0,0.021795334991896204,0,low,None detected,No action needed
0,177,1,0,0.0,1,189.5,99,48.0,8.82,14.2,0.010941162824197635,0,low,None detected,No action needed
1,100,1,0,0.0,6,70.8,94,31.0,10.78,9.5,0.9815695437053326,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,67,1,0,0.35,1,215.5,102,56.5,9.54,8.6,0.016372535152340027,0,low,None detected,No action needed
0,136,1,0,0.0,3,101.7,105,35.0,10.14,9.4,0.0369465793346246,0,low,None detected,No action needed
0,71,1,0,0.23,4,258.4,132,57.3,6.34,9.7,0.30958722635243446,0,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,134,1,0,0.0,1,242.4,126,55.0,7.65,11.8,0.016318398706015563,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,124,1,0,0.0,1,131.8,82,47.0,14.22,11.3,0.015047659415267983,0,low,None detected,No action needed
0,84,1,0,0.26,2,190.2,102,52.6,9.89,9.8,0.013915355137086322,0,low,None detected,No action needed
0,39,1,0,0.0,2,154.1,104,44.0,10.21,9.8,0.021741747832909764,0,low,None detected,No action needed
0,110,1,0,0.0,3,188.0,127,40.0,4.53,15.3,0.009020335938701716,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,102,1,0,0.0,1,103.1,70,41.0,13.75,11.2,0.019614259723845773,0,low,None detected,No action needed
0,70,1,0,0.0,0,175.4,130,44.0,7.98,11.6,0.01266751990180421,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,142,1,0,0.0,1,145.4,93,43.0,10.46,10.9,0.018938001049745155,0,low,None detected,No action needed
0,81,0,0,0.0,1,250.6,85,59.0,9.4,7.8,0.16054588279828821,0,low,None detected,No action needed
0,17,1,0,0.0,1,161.5,123,46.0,10.71,8.6,0.026757666707522988,0,low,None detected,No action needed
1,119,1,0,0.0,1,260.1,101,67.0,12.83,10.0,0.7519335396526337,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
1,105,1,0,0.0,0,281.3,124,74.0,15.08,8.7,0.9882222222222221,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
1,108,0,1,3.67,3,130.1,90,73.7,8.35,13.6,0.9193333333333332,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,90,1,0,0.0,2,102.0,118,27.0,5.67,11.4,0.013582868718936774,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,100,1,1,3.27,1,218.7,104,83.7,7.75,12.1,0.01044956318421724,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,155,1,1,1.84,1,128.5,86,56.4,9.42,6.8,0.010861034220727175,0,low,None detected,No action needed
1,113,1,0,0.0,2,128.7,100,42.0,11.36,9.2,0.06908441342126355,0,low,None detected,No action needed
0,123,1,0,0.36,1,172.2,92,47.6,8.13,8.7,0.011688889870008719,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,145,1,0,0.0,1,199.2,124,45.0,6.3,7.6,0.017874646115653706,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,42,1,0,0.0,2,184.5,98,49.0,10.03,8.8,0.013561513023713606,0,low,None detected,No action needed
0,125,1,0,0.0,0,168.6,99,44.0,8.78,10.9,0.01940053212915091,0,low,None detected,No action needed
0,131,1,1,1.81,1,174.0,118,66.1,10.27,6.7,0.010825192113540782,0,low,None detected,No action needed
0,107,1,0,0.0,1,230.4,65,62.0,12.87,8.5,0.36915544938658795,0,medium,None detected,No action needed
0,48,1,0,0.0,1,198.2,73,51.0,10.14,5.1,0.013963087548042675,0,low,None detected,No action needed
0,76,1,0,0.0,0,186.1,96,50.0,10.58,8.0,0.02433974894189813,0,low,None detected,No action needed
0,128,1,0,0.0,1,148.5,105,46.0,12.15,6.8,0.0259925207631133,0,low,None detected,No action needed
0,73,1,0,0.0,0,157.1,109,50.0,13.44,10.0,0.018831146389363788,0,low,None detected,No action needed
1,52,1,0,0.0,4,155.0,110,38.0,6.67,7.0,0.9557484809357985,1,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
0,126,0,1,2.59,1,129.3,123,62.9,8.83,9.6,0.23071061881854893,0,low,None detected,No action needed
0,124,1,0,0.0,1,188.5,77,48.0,9.1,6.1,0.014893109070058443,0,low,None detected,No action needed
0,137,1,0,0.0,0,208.8,120,55.0,11.27,11.1,0.01949969139641198,0,low,None detected,No action needed
1,71,1,0,0.0,0,238.0,82,65.0,13.93,11.8,0.8506634335233215,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,139,1,0,0.0,0,211.1,103,54.0,10.35,5.6,0.02108430810739932,0,low,None detected,No action needed
0,107,1,1,3.4,3,198.9,87,86.0,10.35,12.6,0.025097769793950307,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,147,1,0,0.33,1,212.8,79,57.3,10.21,10.2,0.05072959970665771,0,low,None detected,No action needed
0,116,1,0,0.0,3,137.4,126,34.0,6.0,12.4,0.01303337359719763,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,60,1,1,3.46,2,191.8,75,90.6,13.39,12.8,0.07207650500224845,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,38,1,0,0.0,0,149.0,92,30.0,2.46,13.9,0.06422970366281235,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,63,1,0,0.0,3,117.1,118,42.0,12.48,11.1,0.01930335823053379,0,low,None detected,No action needed
0,94,1,0,0.0,3,108.0,79,39.0,12.1,10.4,0.015996771796680746,0,low,None detected,No action needed
0,131,1,0,0.0,0,112.8,133,37.0,9.97,10.1,0.0643063643971242,0,low,None detected,No action needed
0,158,1,0,0.33,1,175.9,105,49.3,9.42,11.0,0.011937644856377787,0,low,None detected,No action needed
1,139,1,0,0.0,1,236.6,109,55.0,8.5,11.1,0.021702274098975707,0,low,None detected,No action needed
0,77,1,0,0.0,1,169.4,102,45.0,9.25,2.0,0.02392160969856323,0,low,None detected,No action needed
0,140,1,0,0.28,3,129.6,79,45.8,12.31,9.4,0.021888034645179105,0,low,None detected,No action needed
0,72,1,0,0.0,1,177.1,97,46.0,9.24,8.0,0.013040811157511373,0,low,None detected,No action needed
0,52,1,1,3.65,1,133.3,63,75.5,9.21,13.5,0.048875667114118816,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,103,1,0,0.24,5,167.8,121,49.4,10.65,13.0,0.22584350739604578,0,low,None detected,No action needed
0,74,1,1,2.43,1,174.6,107,81.3,15.53,9.0,0.01097097005052339,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,124,1,0,0.0,2,150.3,101,48.0,12.8,12.5,0.01831268646032061,0,low,None detected,No action needed
0,85,1,1,1.7,5,283.2,110,86.0,11.99,6.3,0.17817998385794998,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,113,1,1,2.35,5,157.8,83,64.5,8.08,8.7,0.7215756691678432,1,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
0,71,1,0,0.0,2,141.2,132,37.0,7.46,7.0,0.01191065799140268,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,177,1,1,2.81,1,230.2,106,84.1,9.81,10.4,0.018573179331323294,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,49,0,0,0.26,2,237.8,92,61.6,10.45,15.6,0.8682660739813478,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
1,106,0,0,0.0,3,204.0,84,49.0,8.43,13.3,0.8570978088257304,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,60,1,0,0.0,1,221.1,106,53.0,8.93,7.4,0.017498276265110062,0,low,None detected,No action needed
0,43,1,0,0.0,4,177.2,93,43.0,7.13,12.7,0.5046623012205415,1,high,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,66,1,0,0.0,1,118.0,133,42.0,12.41,5.3,0.022249922505404706,0,low,None detected,No action needed
0,125,1,0,0.0,0,163.8,73,50.0,12.78,15.7,0.019754548090440728,0,low,None detected,No action needed
0,114,1,1,2.54,3,141.3,96,69.4,11.52,9.4,0.011499781645851602,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,112,1,0,0.0,3,272.5,119,66.0,11.31,16.4,0.9609893267651887,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,101,1,1,2.21,2,118.9,112,62.1,11.42,8.2,0.03254206507572656,0,low,None detected,No action needed
0,70,1,0,0.27,0,7.9,100,15.7,6.82,12.1,0.02916975257836412,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,59,1,0,0.19,0,159.5,96,43.9,8.36,10.2,0.051093129854883276,0,low,None detected,No action needed
0,59,1,0,0.42,1,150.2,70,46.2,9.29,12.1,0.01350623299415959,0,low,None detected,No action needed
0,124,1,1,3.24,2,144.5,35,79.4,13.12,12.0,0.029701486487881183,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,99,1,0,0.0,2,140.7,88,42.0,10.55,12.4,0.019057399806697285,0,low,None detected,No action needed
0,150,1,0,0.0,1,169.2,123,48.0,10.84,12.6,0.022162998472400473,0,low,None detected,No action needed
0,81,1,0,0.28,2,220.8,77,53.8,7.43,7.6,0.007938763523371518,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,86,1,0,0.35,0,216.3,96,63.5,13.32,4.5,0.08539508108390835,0,low,None detected,No action needed
0,84,1,0,0.0,0,169.5,96,43.0,7.88,10.6,0.01879033648442889,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,118,1,1,3.16,1,256.3,119,97.6,12.91,11.7,0.031584836304132745,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,89,1,0,0.0,1,179.7,128,57.0,14.99,7.6,0.016016530706422987,0,low,None detected,No action needed
0,93,1,0,0.0,3,266.0,120,57.0,6.51,13.1,0.10575737584844064,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,85,1,0,0.0,2,96.7,97,33.0,9.69,9.7,0.04094690010416353,0,low,None detected,No action needed
0,160,1,0,0.0,0,82.7,116,31.0,9.73,10.9,0.025655775950830823,0,low,None detected,No action needed
0,28,1,0,0.0,3,168.2,87,43.0,8.09,10.1,0.012444924635203186,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,73,1,0,0.0,1,286.4,109,64.0,8.91,10.7,0.9086246392496392,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,156,1,0,0.0,3,174.3,95,46.0,9.33,12.9,0.016761399682715415,0,low,None detected,No action needed
0,33,0,0,0.0,1,190.6,100,47.0,8.09,13.0,0.2638282328317216,0,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,77,1,0,0.21,4,175.5,86,50.1,10.26,17.8,0.09833015076906809,0,low,None detected,No action needed
0,119,1,0,0.0,1,133.4,102,41.0,10.23,11.1,0.0205993956707841,0,low,None detected,No action needed
0,91,1,1,1.78,3,204.6,96,64.8,6.8,6.6,0.04266612536654098,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,102,1,0,0.0,3,242.2,88,61.0,11.66,6.2,0.1677825278886689,0,low,None detected,No action needed
0,86,1,1,3.21,3,253.1,112,93.1,10.51,11.9,0.010918547538706271,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,82,1,0,0.0,0,130.0,110,38.0,9.27,8.3,0.0392681470084297,0,low,None detected,No action needed
0,89,1,0,0.0,0,105.9,151,35.0,9.48,12.7,0.04855836487770472,0,low,None detected,No action needed
0,86,1,0,0.0,3,194.2,98,50.0,9.69,9.3,0.012315192936357409,0,low,None detected,No action needed
0,134,1,0,0.0,1,183.8,111,42.0,6.18,6.1,0.008376367494743537,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,92,1,0,0.25,2,196.5,82,52.5,9.5,10.8,0.016811897841171326,0,low,None detected,No action needed
0,87,1,0,0.0,3,184.5,81,46.0,8.6,13.7,0.019024067575422795,0,low,None detected,No action needed
0,64,1,0,0.0,0,261.9,113,58.0,7.41,13.8,0.036457952968367555,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,80,1,0,0.23,3,202.4,118,59.3,13.01,9.2,0.031173333884759423,0,low,None detected,No action needed
0,165,1,1,2.57,3,167.4,113,69.7,8.64,9.5,0.012892021772258037,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,153,1,1,2.03,1,167.7,104,70.3,12.34,7.5,0.029556702249065286,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,41,1,1,3.0,1,191.7,109,79.0,9.65,11.1,0.01001379453364311,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,108,1,0,0.0,2,240.2,78,61.0,11.52,5.2,0.15607051068537653,0,low,None detected,No action needed
0,104,1,1,3.0,1,189.1,112,78.0,8.91,11.1,0.011697618806538685,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,115,1,0,0.0,1,127.7,67,38.0,9.15,10.6,0.01889612284001912,0,low,None detected,No action needed
0,87,1,0,0.0,1,205.2,106,44.0,4.98,13.4,0.009739319319371394,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,159,1,1,3.4,2,153.6,93,79.0,10.85,12.6,0.016736523101922994,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,119,1,0,0.23,2,154.5,129,45.3,9.68,13.4,0.058259744087959434,0,low,None detected,No action needed
0,69,1,0,0.0,1,153.7,109,43.0,9.7,14.1,0.01837551965474421,0,low,None detected,No action needed
0,87,0,1,2.92,1,171.2,138,74.2,9.29,10.8,0.06141198068639838,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,93,1,0,0.29,1,328.1,106,71.9,7.59,8.7,0.9488639971139969,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
1,154,0,0,0.36,0,145.9,69,46.6,10.41,14.4,0.8619382162398439,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,57,1,1,3.19,1,201.2,76,90.9,14.01,11.8,0.01388062609973005,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,130,1,0,0.0,5,139.1,72,45.0,12.3,11.4,0.4796427398889939,0,medium,None detected,No action needed
0,151,1,0,0.0,2,118.9,128,44.0,13.92,13.2,0.03637510976774704,0,low,None detected,No action needed
1,162,1,0,0.33,2,217.6,87,64.3,13.95,10.4,0.4214160364838839,0,medium,None detected,No action needed
0,60,1,0,0.0,1,145.0,133,43.0,10.46,14.6,0.06826311459692831,0,low,None detected,No action needed
0,81,1,0,0.0,3,203.5,89,60.0,14.48,8.7,0.03166318736277746,0,low,None detected,No action needed
0,132,1,0,0.0,3,240.1,115,57.0,9.02,8.0,0.017486044076802477,0,low,None detected,No action needed
0,86,1,0,0.0,1,83.8,121,35.0,12.01,6.7,0.026477369726554144,0,low,None detected,No action needed
1,136,1,0,0.45,1,269.8,106,70.5,11.44,10.1,0.8107831778258621,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,121,1,1,2.86,1,126.3,84,68.6,10.48,10.6,0.01951388719352512,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
